respondent_id,origin_country,destination_country,migration_reason,migration_type,age_group,gender,education_level,year_of_migration,marital_status,monthly_income_usd,sends_remittance
283,Pakistan,Qatar,Employment,Work,25-34,Female,Master's,2015,Married,902,Yes
284,Pakistan,Norway,Higher Education,Permanent,45-54,Female,Secondary,2005,Married,394,Yes
285,Pakistan,Norway,Higher Education,Permanent,45-54,Male,Master's,2022,Married,1992,Yes
286,Sri Lanka,Saudi Arabia,Political Instability,Permanent,25-34,Male,Primary,2025,Married,1237,Yes
287,Nepal,Norway,Employment,Work,25-34,Male,Vocational/Technical,2010,Divorced,403,Yes
288,Bangladesh,Oman,Employment,Work,55+,Male,Bachelor's,2013,Single,395,Yes
289,Pakistan,Germany,Marriage/Spouse,Permanent,25-34,Male,Bachelor's,2004,Divorced,440,No
290,India,Qatar,Economic Hardship,Permanent,35-44,Female,Bachelor's,2016,Divorced,1365,No
291,Pakistan,Norway,Permanent Residency,Permanent,35-44,Female,Secondary,2013,Single,3292,No
292,Nepal,Oman,Employment,Work,25-34,Male,Secondary,2014,Married,1002,Yes
293,India,Oman,Employment,Work,35-44,Female,Primary,2021,Divorced,957,No
294,India,Malaysia,Higher Education,Permanent,25-34,Female,Vocational/Technical,2010,Single,496,Yes
295,Nepal,Germany,Marriage/Spouse,Permanent,25-34,Female,Vocational/Technical,2014,Married,4119,Yes
296,Pakistan,Qatar,Economic Hardship,Permanent,25-34,Male,Vocational/Technical,2022,Divorced,1798,Yes
297,Sri Lanka,Japan,Employment,Work,25-34,Female,PhD,2023,Single,3192,Yes
298,Bangladesh,Germany,Family Reunification,Permanent,18-24,Male,Bachelor's,2015,Single,7857,Yes
299,India,Norway,Higher Education,Permanent,55+,Female,Secondary,2025,Single,731,Yes
300,Nepal,New Zealand,Family Reunification,Permanent,18-24,Male,Bachelor's,2018,Single,363,No
301,Nepal,Kuwait,Marriage/Spouse,Permanent,45-54,Male,Secondary,2007,Married,6717,Yes
302,Bangladesh,Kuwait,Employment,Work,35-44,Male,Master's,2022,Married,395,Yes
303,Bangladesh,New Zealand,Business/Investment,Work,18-24,Female,Bachelor's,2025,Single,1006,Yes
304,Pakistan,United Kingdom,Skilled Worker Visa,Work,35-44,Male,Bachelor's,2014,Married,7000,Yes
305,Sri Lanka,Australia,Permanent Residency,Permanent,25-34,Male,Secondary,2025,Single,861,No
306,Pakistan,Canada,Higher Education,Permanent,25-34,Female,Bachelor's,2010,Married,259,Yes
307,India,New Zealand,Skilled Worker Visa,Work,25-34,Male,Vocational/Technical,2024,Divorced,8750,Yes
308,Sri Lanka,Kuwait,Business/Investment,Work,25-34,Female,Secondary,2020,Single,2191,Yes
309,India,Norway,Employment,Work,25-34,Male,Bachelor's,2004,Married,1556,Yes
310,Nepal,Malaysia,Family Reunification,Permanent,35-44,Male,Secondary,2023,Single,212,Yes
311,Bangladesh,Germany,Marriage/Spouse,Permanent,25-34,Female,Master's,2024,Divorced,918,No
312,Sri Lanka,Canada,Higher Education,Permanent,25-34,Male,Bachelor's,2011,Single,1104,Yes
313,Nepal,United Kingdom,Refugee/Asylum,Permanent,45-54,Male,Secondary,2005,Single,1495,No
314,Bangladesh,Kuwait,Skilled Worker Visa,Work,45-54,Male,Secondary,2018,Divorced,1459,No
315,India,Qatar,Employment,Work,25-34,Female,Bachelor's,2023,Married,3727,Yes
316,Pakistan,Qatar,Economic Hardship,Permanent,35-44,Male,PhD,2023,Married,8257,Yes
317,India,Germany,Permanent Residency,Permanent,25-34,Male,Vocational/Technical,2016,Divorced,291,Yes
318,India,Norway,Better Quality of Life,Permanent,25-34,Female,Master's,2008,Single,507,Yes
319,Sri Lanka,Oman,Employment,Work,25-34,Male,Secondary,2013,Single,923,Yes
320,Pakistan,France,Better Quality of Life,Permanent,35-44,Male,Master's,2002,Single,333,Yes
321,Sri Lanka,Oman,Family Reunification,Permanent,25-34,Male,Bachelor's,2022,Divorced,1198,No
322,Nepal,Canada,Political Instability,Permanent,55+,Male,Master's,2025,Divorced,1195,No
323,Sri Lanka,UAE,Economic Hardship,Permanent,25-34,Male,Bachelor's,2021,Married,1264,No
324,Pakistan,Oman,Refugee/Asylum,Permanent,25-34,Female,Vocational/Technical,2022,Married,1494,Yes
325,Sri Lanka,Oman,Employment,Work,25-34,Male,Bachelor's,2022,Divorced,2118,Yes
326,Bangladesh,United States,Business/Investment,Work,25-34,Female,Primary,2013,Single,3377,No
327,Bangladesh,Malaysia,Higher Education,Permanent,18-24,Female,Master's,2014,Divorced,518,Yes
328,Sri Lanka,Norway,Family Reunification,Permanent,25-34,Female,Bachelor's,2023,Married,2704,Yes
329,Bangladesh,Japan,Employment,Work,35-44,Female,Bachelor's,2023,Single,234,Yes
330,Nepal,Qatar,Skilled Worker Visa,Work,55+,Male,Bachelor's,2016,Married,2667,Yes
331,Pakistan,UAE,Employment,Work,35-44,Male,Bachelor's,2021,Divorced,245,No
332,India,France,Higher Education,Permanent,35-44,Male,Secondary,2022,Single,983,Yes
333,Sri Lanka,United States,Better Quality of Life,Permanent,25-34,Male,Vocational/Technical,2010,Married,360,Yes
334,India,UAE,Political Instability,Permanent,25-34,Male,Bachelor's,2017,Divorced,1434,Yes
335,Nepal,Norway,Employment,Work,35-44,Male,Bachelor's,2016,Single,500,Yes
336,Sri Lanka,Saudi Arabia,Employment,Work,25-34,Male,Vocational/Technical,2017,Married,1129,Yes
337,Pakistan,South Korea,Business/Investment,Work,25-34,Male,Bachelor's,2022,Single,646,No
338,Sri Lanka,Japan,Employment,Work,25-34,Female,Master's,2025,Married,2807,No
339,Sri Lanka,Australia,Marriage/Spouse,Permanent,45-54,Male,Secondary,2015,Divorced,405,Yes
340,Nepal,Japan,Refugee/Asylum,Permanent,18-24,Male,Bachelor's,2017,Married,1022,No
341,Sri Lanka,Canada,Healthcare,Permanent,25-34,Male,PhD,2025,Single,3635,Yes
342,Pakistan,Oman,Family Reunification,Permanent,18-24,Female,Bachelor's,2025,Single,269,No
343,India,Italy,Skilled Worker Visa,Work,25-34,Male,Bachelor's,2015,Single,1375,Yes
344,Pakistan,Canada,Marriage/Spouse,Permanent,45-54,Male,Bachelor's,2014,Divorced,213,Yes
345,Bangladesh,Canada,Better Quality of Life,Permanent,18-24,Male,Bachelor's,2011,Divorced,10038,Yes
346,Nepal,UAE,Economic Hardship,Permanent,25-34,Male,Primary,2011,Married,637,Yes
347,Bangladesh,Australia,Skilled Worker Visa,Work,35-44,Female,Bachelor's,2017,Married,1792,Yes
348,Sri Lanka,Kuwait,Employment,Work,18-24,Male,Bachelor's,2020,Single,2137,Yes
349,Bangladesh,Kuwait,Skilled Worker Visa,Work,55+,Male,Vocational/Technical,2024,Single,11297,Yes
350,Sri Lanka,Canada,Higher Education,Permanent,18-24,Male,Secondary,2013,Married,372,Yes
351,Pakistan,Australia,Family Reunification,Permanent,45-54,Male,Primary,2021,Married,353,Yes
352,Nepal,Qatar,Employment,Work,18-24,Male,Primary,2022,Married,218,Yes
353,Pakistan,Norway,Higher Education,Permanent,25-34,Male,Vocational/Technical,2023,Divorced,538,Yes
354,Nepal,Australia,Higher Education,Permanent,35-44,Female,Vocational/Technical,2019,Divorced,1385,Yes
355,Sri Lanka,Saudi Arabia,Employment,Work,25-34,Female,Vocational/Technical,2020,Divorced,264,Yes
356,India,Italy,Family Reunification,Permanent,35-44,Male,Secondary,2013,Divorced,1992,No
357,India,France,Political Instability,Permanent,55+,Male,Vocational/Technical,2016,Single,292,No
358,Pakistan,United States,Family Reunification,Permanent,25-34,Female,Secondary,2009,Married,3959,Yes
359,Nepal,Saudi Arabia,Skilled Worker Visa,Work,45-54,Male,Bachelor's,2011,Married,1382,Yes
360,Nepal,United Kingdom,Higher Education,Permanent,35-44,Female,Bachelor's,2025,Divorced,902,Yes
361,Sri Lanka,France,Family Reunification,Permanent,25-34,Male,Master's,2024,Single,2355,No
362,Pakistan,Saudi Arabia,Skilled Worker Visa,Work,35-44,Male,Vocational/Technical,2013,Divorced,1143,Yes
363,Sri Lanka,UAE,Economic Hardship,Permanent,25-34,Male,Bachelor's,2003,Single,1017,Yes
364,Pakistan,Germany,Family Reunification,Permanent,55+,Female,Secondary,2019,Single,2287,Yes
365,India,New Zealand,Employment,Work,35-44,Female,Bachelor's,2019,Married,438,Yes
366,Pakistan,United States,Permanent Residency,Permanent,25-34,Male,Bachelor's,2023,Married,993,Yes
367,Pakistan,Italy,Political Instability,Permanent,25-34,Female,Primary,2024,Divorced,820,Yes
368,India,Canada,Skilled Worker Visa,Work,25-34,Female,Bachelor's,2017,Single,1736,Yes
369,Pakistan,United States,Skilled Worker Visa,Work,25-34,Male,PhD,2011,Divorced,9306,Yes
370,Bangladesh,Germany,Economic Hardship,Permanent,25-34,Female,Master's,2014,Single,1260,Yes
371,Bangladesh,Italy,Political Instability,Permanent,35-44,Male,Master's,2011,Single,506,No
372,Bangladesh,Qatar,Marriage/Spouse,Permanent,55+,Female,Primary,2003,Divorced,412,Yes
373,Sri Lanka,Malaysia,Permanent Residency,Permanent,25-34,Male,Master's,2009,Divorced,1433,Yes
374,India,UAE,Employment,Work,25-34,Male,Bachelor's,2025,Married,2815,Yes
375,Bangladesh,South Korea,Skilled Worker Visa,Work,35-44,Male,Master's,2021,Divorced,1626,No
376,Pakistan,Norway,Permanent Residency,Permanent,35-44,Female,Bachelor's,2024,Single,1463,Yes
377,Bangladesh,South Korea,Employment,Work,25-34,Male,Vocational/Technical,2013,Divorced,1185,Yes
378,Sri Lanka,Kuwait,Employment,Work,25-34,Male,Bachelor's,2025,Single,1656,No
379,Nepal,New Zealand,Employment,Work,18-24,Male,Secondary,2020,Married,972,Yes
380,Pakistan,Qatar,Business/Investment,Work,55+,Male,Master's,2010,Married,1387,Yes
381,Bangladesh,UAE,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2023,Single,882,Yes
382,India,Italy,Employment,Work,25-34,Male,PhD,2024,Married,221,Yes
383,India,Kuwait,Family Reunification,Permanent,45-54,Male,Master's,2010,Single,6846,Yes
384,Bangladesh,Australia,Higher Education,Permanent,25-34,Female,Bachelor's,2017,Single,1300,Yes
385,India,Norway,Skilled Worker Visa,Work,25-34,Male,Secondary,2011,Married,1331,No
386,Pakistan,Norway,Permanent Residency,Permanent,18-24,Male,Secondary,2020,Married,731,Yes
387,Nepal,UAE,Employment,Work,25-34,Male,Secondary,2012,Divorced,2391,Yes
388,Sri Lanka,Oman,Employment,Work,35-44,Male,Vocational/Technical,2017,Divorced,8054,Yes
389,Bangladesh,United Kingdom,Employment,Work,35-44,Male,Primary,2022,Divorced,1251,Yes
390,Nepal,New Zealand,Family Reunification,Permanent,25-34,Male,Vocational/Technical,2016,Single,9749,Yes
391,Pakistan,UAE,Employment,Work,18-24,Male,Vocational/Technical,2020,Single,1248,Yes
392,Sri Lanka,Kuwait,Employment,Work,35-44,Male,Secondary,2025,Divorced,6202,Yes
393,Pakistan,Norway,Family Reunification,Permanent,45-54,Male,Master's,2021,Single,1306,No
394,Sri Lanka,Germany,Refugee/Asylum,Permanent,45-54,Female,Primary,2024,Single,3674,Yes
395,Sri Lanka,Canada,Employment,Work,25-34,Female,Secondary,2011,Single,570,Yes
396,Bangladesh,Japan,Higher Education,Permanent,25-34,Female,Bachelor's,2019,Divorced,864,Yes
397,India,Saudi Arabia,Marriage/Spouse,Permanent,55+,Male,Bachelor's,2017,Married,633,Yes
398,Pakistan,Norway,Refugee/Asylum,Permanent,25-34,Female,Vocational/Technical,2021,Married,1338,No
399,Pakistan,Oman,Employment,Work,35-44,Male,Bachelor's,2019,Single,480,No
400,India,South Korea,Higher Education,Permanent,35-44,Female,Master's,2004,Married,606,Yes
401,Bangladesh,United States,Skilled Worker Visa,Work,35-44,Female,Master's,2022,Divorced,1485,Yes
402,Pakistan,Oman,Skilled Worker Visa,Work,25-34,Male,Master's,2009,Divorced,1151,Yes
403,India,Saudi Arabia,Higher Education,Permanent,45-54,Male,Secondary,2022,Single,1369,Yes
404,Sri Lanka,Kuwait,Skilled Worker Visa,Work,25-34,Male,Primary,2017,Married,452,No
405,Sri Lanka,France,Permanent Residency,Permanent,35-44,Female,Secondary,2018,Married,587,Yes
406,Sri Lanka,Malaysia,Business/Investment,Work,55+,Male,Primary,2022,Divorced,2861,Yes
407,Bangladesh,Saudi Arabia,Employment,Work,25-34,Male,Master's,2012,Single,617,Yes
408,Pakistan,Canada,Higher Education,Permanent,45-54,Female,Master's,2008,Married,2403,Yes
409,India,Italy,Refugee/Asylum,Permanent,35-44,Male,Master's,2022,Married,8189,No
410,Sri Lanka,United Kingdom,Family Reunification,Permanent,18-24,Male,Primary,2000,Married,1493,No
411,Pakistan,United Kingdom,Marriage/Spouse,Permanent,45-54,Male,Primary,2002,Divorced,3272,No
412,India,Canada,Political Instability,Permanent,25-34,Female,Master's,2019,Divorced,2391,Yes
413,Sri Lanka,United States,Marriage/Spouse,Permanent,25-34,Male,Master's,2024,Divorced,860,Yes
414,Sri Lanka,Italy,Marriage/Spouse,Permanent,18-24,Male,Secondary,2017,Married,3517,No
415,Bangladesh,Malaysia,Employment,Work,25-34,Female,Master's,2019,Divorced,398,Yes
416,Sri Lanka,Saudi Arabia,Skilled Worker Visa,Work,35-44,Male,Vocational/Technical,2011,Single,271,Yes
417,Pakistan,France,Family Reunification,Permanent,55+,Male,PhD,2019,Single,1334,Yes
418,India,Oman,Employment,Work,25-34,Female,Vocational/Technical,2020,Divorced,545,Yes
419,Nepal,UAE,Skilled Worker Visa,Work,45-54,Female,Bachelor's,2008,Divorced,1052,Yes
420,Nepal,France,Employment,Work,25-34,Female,Vocational/Technical,2025,Single,468,No
421,India,United States,Better Quality of Life,Permanent,25-34,Male,Vocational/Technical,2016,Divorced,8286,No
422,Nepal,Malaysia,Marriage/Spouse,Permanent,55+,Male,Vocational/Technical,2019,Single,2085,Yes
423,Bangladesh,Norway,Employment,Work,55+,Male,Bachelor's,2002,Married,1312,No
424,India,Japan,Marriage/Spouse,Permanent,25-34,Female,Secondary,2020,Married,3182,Yes
425,Pakistan,Canada,Family Reunification,Permanent,25-34,Male,PhD,2022,Divorced,930,Yes
426,Pakistan,Japan,Marriage/Spouse,Permanent,45-54,Female,Bachelor's,2021,Married,852,Yes
427,Pakistan,United Kingdom,Higher Education,Permanent,25-34,Male,Bachelor's,2017,Married,340,Yes
428,Sri Lanka,Germany,Marriage/Spouse,Permanent,45-54,Male,Vocational/Technical,2012,Married,402,Yes
429,Nepal,United Kingdom,Higher Education,Permanent,18-24,Male,Vocational/Technical,2008,Single,7948,No
430,Nepal,Japan,Higher Education,Permanent,25-34,Female,Master's,2025,Married,837,Yes
431,Sri Lanka,Qatar,Employment,Work,55+,Male,Bachelor's,2022,Single,6416,Yes
432,Bangladesh,United Kingdom,Higher Education,Permanent,35-44,Female,Secondary,2010,Divorced,636,No
433,Nepal,South Korea,Family Reunification,Permanent,25-34,Female,Master's,2023,Married,11480,No
434,Pakistan,Norway,Business/Investment,Work,25-34,Male,Master's,2007,Divorced,314,Yes
435,Sri Lanka,UAE,Higher Education,Permanent,35-44,Male,Bachelor's,2021,Single,1055,No
436,Bangladesh,New Zealand,Marriage/Spouse,Permanent,18-24,Male,Vocational/Technical,2025,Married,1560,No
437,India,Italy,Permanent Residency,Permanent,25-34,Male,Vocational/Technical,2010,Married,790,Yes
438,India,Saudi Arabia,Employment,Work,25-34,Male,Bachelor's,2021,Single,2970,Yes
439,Pakistan,Qatar,Employment,Work,18-24,Male,Bachelor's,2010,Married,1414,No
440,Pakistan,Italy,Marriage/Spouse,Permanent,25-34,Male,Master's,2024,Single,318,Yes
441,Bangladesh,France,Employment,Work,45-54,Female,Vocational/Technical,2016,Single,1446,Yes
442,Bangladesh,United States,Higher Education,Permanent,25-34,Male,Bachelor's,2015,Divorced,672,Yes
443,Nepal,New Zealand,Permanent Residency,Permanent,55+,Male,Master's,2019,Divorced,873,Yes
444,Sri Lanka,Canada,Higher Education,Permanent,45-54,Male,Secondary,2024,Married,3515,Yes
445,India,United States,Employment,Work,25-34,Male,Secondary,2020,Divorced,961,Yes
446,Bangladesh,Australia,Permanent Residency,Permanent,55+,Male,Primary,2023,Divorced,425,Yes
447,Nepal,Malaysia,Family Reunification,Permanent,45-54,Male,PhD,2025,Single,428,Yes
448,India,UAE,Employment,Work,45-54,Male,Bachelor's,2018,Divorced,9560,No
449,India,Germany,Business/Investment,Work,45-54,Male,Secondary,2014,Divorced,318,Yes
450,Sri Lanka,Oman,Employment,Work,25-34,Male,PhD,2024,Single,1046,No
451,Pakistan,Japan,Economic Hardship,Permanent,18-24,Female,Master's,2013,Single,3539,Yes
452,India,France,Family Reunification,Permanent,55+,Female,Bachelor's,2024,Divorced,1160,Yes
453,India,Qatar,Employment,Work,25-34,Female,Secondary,2005,Divorced,529,Yes
454,Nepal,Germany,Higher Education,Permanent,35-44,Female,Bachelor's,2020,Single,4939,Yes
455,Nepal,Australia,Family Reunification,Permanent,55+,Male,Bachelor's,2006,Single,971,No
456,Bangladesh,Saudi Arabia,Employment,Work,45-54,Male,Secondary,2021,Divorced,315,Yes
457,India,Australia,Marriage/Spouse,Permanent,18-24,Female,Bachelor's,2022,Single,3832,Yes
458,India,New Zealand,Family Reunification,Permanent,25-34,Male,Bachelor's,2006,Single,314,Yes
459,India,Kuwait,Business/Investment,Work,25-34,Male,Secondary,2013,Divorced,352,No
460,Sri Lanka,Saudi Arabia,Employment,Work,45-54,Male,Primary,2000,Married,513,Yes
461,Pakistan,Japan,Business/Investment,Work,55+,Male,Master's,2019,Divorced,461,Yes
462,Pakistan,New Zealand,Better Quality of Life,Permanent,35-44,Male,Secondary,2023,Divorced,877,Yes
463,India,France,Political Instability,Permanent,25-34,Male,Master's,2004,Single,3747,No
464,Bangladesh,Oman,Higher Education,Permanent,25-34,Male,Master's,2014,Divorced,2710,Yes
465,India,France,Marriage/Spouse,Permanent,45-54,Female,Vocational/Technical,2021,Married,574,Yes
466,Nepal,Italy,Employment,Work,45-54,Male,Bachelor's,2025,Single,347,Yes
467,Pakistan,Australia,Political Instability,Permanent,45-54,Male,Bachelor's,2023,Single,1333,Yes
468,Sri Lanka,Malaysia,Skilled Worker Visa,Work,45-54,Female,Secondary,2025,Married,509,No
469,Sri Lanka,Norway,Family Reunification,Permanent,45-54,Male,Master's,2010,Divorced,636,Yes
470,Pakistan,Kuwait,Higher Education,Permanent,25-34,Male,Secondary,2015,Married,1881,Yes
471,Pakistan,United States,Refugee/Asylum,Permanent,35-44,Male,Bachelor's,2015,Single,1201,Yes
472,Sri Lanka,UAE,Employment,Work,55+,Male,Secondary,2016,Divorced,3764,Yes
473,Nepal,United Kingdom,Family Reunification,Permanent,18-24,Male,Secondary,2012,Divorced,282,Yes
474,Bangladesh,Japan,Higher Education,Permanent,25-34,Male,Secondary,2014,Married,429,Yes
475,India,Italy,Family Reunification,Permanent,18-24,Male,PhD,2012,Divorced,590,No
476,Nepal,Qatar,Skilled Worker Visa,Work,45-54,Male,Secondary,2017,Married,565,Yes
477,Pakistan,Germany,Employment,Work,25-34,Female,Master's,2019,Single,2919,No
478,Nepal,Australia,Skilled Worker Visa,Work,25-34,Male,Master's,2025,Single,661,No
479,Nepal,Italy,Better Quality of Life,Permanent,45-54,Female,Secondary,2020,Single,1295,Yes
480,Sri Lanka,South Korea,Employment,Work,25-34,Male,Primary,2011,Divorced,1253,Yes
481,Bangladesh,Malaysia,Permanent Residency,Permanent,18-24,Male,Vocational/Technical,2019,Divorced,8596,No
482,Pakistan,Saudi Arabia,Skilled Worker Visa,Work,25-34,Male,Primary,2020,Single,5916,Yes
483,India,South Korea,Business/Investment,Work,25-34,Female,Bachelor's,2024,Single,817,Yes
484,India,UAE,Higher Education,Permanent,25-34,Male,Bachelor's,2021,Single,685,Yes
485,India,France,Employment,Work,35-44,Female,PhD,2020,Single,2948,Yes
486,Nepal,Norway,Better Quality of Life,Permanent,25-34,Male,Bachelor's,2023,Divorced,498,Yes
487,Sri Lanka,Italy,Higher Education,Permanent,35-44,Female,PhD,2024,Married,540,Yes
488,Nepal,Italy,Employment,Work,18-24,Male,Vocational/Technical,2001,Single,3752,No
489,Nepal,Japan,Employment,Work,18-24,Female,Bachelor's,2018,Single,1197,Yes
490,Sri Lanka,Norway,Marriage/Spouse,Permanent,25-34,Female,Master's,2015,Married,3344,Yes
491,Bangladesh,UAE,Employment,Work,35-44,Male,Vocational/Technical,2012,Married,1717,No
492,Sri Lanka,Oman,Employment,Work,25-34,Male,Master's,2023,Divorced,3259,Yes
493,Bangladesh,South Korea,Employment,Work,25-34,Male,Master's,2023,Divorced,1152,No
494,Bangladesh,Italy,Family Reunification,Permanent,55+,Female,Secondary,2016,Divorced,551,Yes
495,Bangladesh,Canada,Business/Investment,Work,25-34,Female,Vocational/Technical,2006,Divorced,565,Yes
496,Bangladesh,Canada,Higher Education,Permanent,35-44,Male,Primary,2023,Divorced,357,No
